Handling Owl: sameAs via Rewriting.,https://doi.org/10.1609/aaai.v29i1.9187,2015,A,AAAI
Incorporating Assortativity and Degree Dependence into Scalable Network Models.,https://doi.org/10.1609/aaai.v29i1.9207,2015,A,AAAI
Using Description Logics for RDF Constraint Checking and Closed-World Recognition.,https://doi.org/10.1609/aaai.v29i1.9177,2015,A,AAAI
Approximating Model-Based ABox Revision in DL-Lite: Theory and Practice.,https://doi.org/10.1609/aaai.v29i1.9200,2015,A,AAAI
Leveraging Social Foci for Information Seeking in Social Media.,https://doi.org/10.1609/aaai.v29i1.9170,2015,A,AAAI
Extracting Bounded-Level Modules from Deductive RDF Triplestores.,https://doi.org/10.1609/aaai.v29i1.9176,2015,A,AAAI
Question/Answer Matching for CQA System via Combining Lexical and Sequential Information.,https://doi.org/10.1609/aaai.v29i1.9178,2015,A,AAAI
A Hybrid Approach of Classifier and Clustering for Solving the Missing Node Problem.,https://doi.org/10.1609/aaai.v29i1.9185,2015,A,AAAI
Recommending Positive Links in Signed Social Networks by Optimizing a Generalized AUC.,https://doi.org/10.1609/aaai.v29i1.9167,2015,A,AAAI
Causal Inference via Sparse Additive Models with Application to Online Advertising.,https://doi.org/10.1609/aaai.v29i1.9156,2015,A,AAAI
Sampling Representative Users from Large Social Networks.,https://doi.org/10.1609/aaai.v29i1.9202,2015,A,AAAI
Relating Romanized Comments to News Articles by Inferring Multi-Glyphic Topical Correspondence.,https://doi.org/10.1609/aaai.v29i1.9173,2015,A,AAAI
Mining User Intents in Twitter: A Semi-Supervised Approach to Inferring Intent Categories for Tweets.,https://doi.org/10.1609/aaai.v29i1.9196,2015,A,AAAI
Burst Time Prediction in Cascades.,https://doi.org/10.1609/aaai.v29i1.9157,2015,A,AAAI
Clustering-Based Collaborative Filtering for Link Prediction.,https://doi.org/10.1609/aaai.v29i1.9162,2015,A,AAAI
Mining Query Subtopics from Questions in Community Question Answering.,https://doi.org/10.1609/aaai.v29i1.9166,2015,A,AAAI
DynaDiffuse: A Dynamic Diffusion Model for Continuous Time Constrained Influence Maximization.,https://doi.org/10.1609/aaai.v29i1.9203,2015,A,AAAI
A Probabilistic Model for Bursty Topic Discovery in Microblogs.,https://doi.org/10.1609/aaai.v29i1.9199,2015,A,AAAI
On the Scalable Learning of Stochastic Blockmodel.,https://doi.org/10.1609/aaai.v29i1.9160,2015,A,AAAI
RAIN: Social Role-Aware Information Diffusion.,https://doi.org/10.1609/aaai.v29i1.9164,2015,A,AAAI
Collaborative Topic Ranking: Leveraging Item Meta-Data for Sparsity Reduction.,https://doi.org/10.1609/aaai.v29i1.9151,2015,A,AAAI
Robust Image Sentiment Analysis Using Progressively Trained and Domain Transferred Deep Networks.,https://doi.org/10.1609/aaai.v29i1.9179,2015,A,AAAI
Are Features Equally Representative? A Feature-Centric Recommendation.,https://doi.org/10.1609/aaai.v29i1.9150,2015,A,AAAI
Incorporating Implicit Link Preference Into Overlapping Community Detection.,https://doi.org/10.1609/aaai.v29i1.9155,2015,A,AAAI
Retweet Behavior Prediction Using Hierarchical Dirichlet Process.,https://doi.org/10.1609/aaai.v29i1.9152,2015,A,AAAI
Exploring Key Concept Paraphrasing Based on Pivot Language Translation for Question Retrieval.,https://doi.org/10.1609/aaai.v29i1.9193,2015,A,AAAI
Representation Learning for Aspect Category Detection in Online Reviews.,https://doi.org/10.1609/aaai.v29i1.9194,2015,A,AAAI
Person Identification Using Anthropometric and Gait Data from Kinect Sensor.,https://doi.org/10.1609/aaai.v29i1.9212,2015,A,AAAI
R1SVM: A Randomised Nonlinear Approach to Large-Scale Anomaly Detection.,https://doi.org/10.1609/aaai.v29i1.9208,2015,A,AAAI
Personalized Tag Recommendation through Nonlinear Tensor Factorization Using Gaussian Kernel.,https://doi.org/10.1609/aaai.v29i1.9214,2015,A,AAAI
"A Multivariate Timeseries Modeling Approach to Severity of Illness Assessment and Forecasting in ICU with Sparse, Heterogeneous Clinical Data.",https://doi.org/10.1609/aaai.v29i1.9209,2015,A,AAAI
Probabilistic Graphical Models for Boosting Cardinal and Ordinal Peer Grading in MOOCs.,https://doi.org/10.1609/aaai.v29i1.9210,2015,A,AAAI
Efficient Computation of Semivalues for Game-Theoretic Network Centrality.,https://doi.org/10.1609/aaai.v29i1.9215,2015,A,AAAI
Embedded Unsupervised Feature Selection.,https://doi.org/10.1609/aaai.v29i1.9211,2015,A,AAAI
Learning User-Specific Latent Influence and Susceptibility from Information Cascades.,https://doi.org/10.1609/aaai.v29i1.9213,2015,A,AAAI
Kickback Cuts Backprop's Red-Tape: Biologically Plausible Credit Assignment in Neural Networks.,https://doi.org/10.1609/aaai.v29i1.9217,2015,A,AAAI
An Agent-Based Model of the Emergence and Transmission of a Language System for the Expression of Logical Combinations.,https://doi.org/10.1609/aaai.v29i1.9216,2015,A,AAAI
Moral Decision-Making by Analogy: Generalizations versus Exemplars.,https://doi.org/10.1609/aaai.v29i1.9226,2015,A,AAAI
AffectiveSpace 2: Enabling Affective Intuition for Concept-Level Sentiment Analysis.,https://doi.org/10.1609/aaai.v29i1.9230,2015,A,AAAI
Dialogue Understanding in a Logic of Action and Belief.,https://doi.org/10.1609/aaai.v29i1.9231,2015,A,AAAI
Automated Construction of Visual-Linguistic Knowledge via Concept Learning from Cartoon Videos.,https://doi.org/10.1609/aaai.v29i1.9225,2015,A,AAAI
Bayesian Affect Control Theory of Self.,https://doi.org/10.1609/aaai.v29i1.9222,2015,A,AAAI
Heuristic Induction of Rate-Based Process Models.,https://doi.org/10.1609/aaai.v29i1.9219,2015,A,AAAI
Spontaneous Retrieval from Long-Term Memory for a Cognitive Architecture.,https://doi.org/10.1609/aaai.v29i1.9224,2015,A,AAAI
Learning Plausible Inferences from Semantic Web Knowledge by Combining Analogical Generalization with Structured Logistic Regression.,https://doi.org/10.1609/aaai.v29i1.9218,2015,A,AAAI
Ontology-Based Information Extraction with a Cognitive Agent.,https://doi.org/10.1609/aaai.v29i1.9227,2015,A,AAAI
Extending Analogical Generalization with Near-Misses.,https://doi.org/10.1609/aaai.v29i1.9228,2015,A,AAAI
Automatic Ellipsis Resolution: Recovering Covert Information from Text.,https://doi.org/10.1609/aaai.v29i1.9223,2015,A,AAAI
Inference Graphs: Combining Natural Deduction and Subsumption Inference in a Concurrent Reasoner.,https://doi.org/10.1609/aaai.v29i1.9229,2015,A,AAAI
An Entorhinal-Hippocampal Model for Simultaneous Cognitive Map Building.,https://doi.org/10.1609/aaai.v29i1.9221,2015,A,AAAI
An Association Network for Computing Semantic Relatedness.,https://doi.org/10.1609/aaai.v29i1.9220,2015,A,AAAI
Influence-Driven Model for Time Series Prediction from Partial Observations.,https://doi.org/10.1609/aaai.v29i1.9235,2015,A,AAAI
Sharing Rides with Friends: A Coalition Formation Algorithm for Ridesharing.,https://doi.org/10.1609/aaai.v29i1.9242,2015,A,AAAI
Best-Response Planning of Thermostatically Controlled Loads under Power Constraints.,https://doi.org/10.1609/aaai.v29i1.9234,2015,A,AAAI
FutureMatch: Combining Human Value Judgments and Machine Learning to Match in Dynamic Environments.,https://doi.org/10.1609/aaai.v29i1.9239,2015,A,AAAI
Energy Disaggregation via Learning Powerlets and Sparse Coding.,https://doi.org/10.1609/aaai.v29i1.9249,2015,A,AAAI
Pattern Decomposition with Complex Combinatorial Constraints: Application to Materials Discovery.,https://doi.org/10.1609/aaai.v29i1.9233,2015,A,AAAI
Learning Large-Scale Dynamic Discrete Choice Models of Spatio-Temporal Preferences with Application to Migratory Pastoralism in East Africa.,https://doi.org/10.1609/aaai.v29i1.9248,2015,A,AAAI
A Nonparametric Online Model for Air Quality Prediction.,https://doi.org/10.1609/aaai.v29i1.9246,2015,A,AAAI
Power System Restoration With Transient Stability.,https://doi.org/10.1609/aaai.v29i1.9241,2015,A,AAAI
Aggregating Electric Cars to Sustainable Virtual Power Plants: The Value of Flexibility in Future Electricity Markets.,https://doi.org/10.1609/aaai.v29i1.9250,2015,A,AAAI
Energy Usage Behavior Modeling in Energy Disaggregation via Marked Hawkes Process.,https://doi.org/10.1609/aaai.v29i1.9243,2015,A,AAAI
HVAC-Aware Occupancy Scheduling.,https://doi.org/10.1609/aaai.v29i1.9236,2015,A,AAAI
Data Analysis and Optimization for (Citi)Bike Sharing.,https://doi.org/10.1609/aaai.v29i1.9245,2015,A,AAAI
Towards Optimal Solar Tracking: A Dynamic Programming Approach.,https://doi.org/10.1609/aaai.v29i1.9244,2015,A,AAAI
Risk Based Optimization for Improving Emergency Medical Systems.,https://doi.org/10.1609/aaai.v29i1.9238,2015,A,AAAI
Predisaster Preparation of Transportation Networks.,https://doi.org/10.1609/aaai.v29i1.9247,2015,A,AAAI
SmartShift: Expanded Load Shifting Incentive Mechanism for Risk-Averse Consumers.,https://doi.org/10.1609/aaai.v29i1.9240,2015,A,AAAI
Incentivizing Users for Balancing Bike Sharing Systems.,https://doi.org/10.1609/aaai.v29i1.9251,2015,A,AAAI
A Simulator of Human Emergency Mobility Following Disasters: Knowledge Transfer from Big Disaster Data.,https://doi.org/10.1609/aaai.v29i1.9237,2015,A,AAAI
Real-Time Predictive Optimization for Energy Management in a Hybrid Electric Vehicle.,https://doi.org/10.1609/aaai.v29i1.9232,2015,A,AAAI
Automatic Generation of Alternative Starting Positions for Simple Traditional Board Games.,https://doi.org/10.1609/aaai.v29i1.9287,2015,A,AAAI
Continuity Editing for 3D Animation.,https://doi.org/10.1609/aaai.v29i1.9288,2015,A,AAAI
Assessing the Robustness of Cremer-McLean with Automated Mechanism Design.,https://doi.org/10.1609/aaai.v29i1.9293,2015,A,AAAI
Online Learning and Profit Maximization from Revealed Preferences.,https://doi.org/10.1609/aaai.v29i1.9332,2015,A,AAAI
Approximating Optimal Social Choice under Metric Preferences.,https://doi.org/10.1609/aaai.v29i1.9308,2015,A,AAAI
Justified Representation in Approval-Based Committee Voting.,https://doi.org/10.1609/aaai.v29i1.9324,2015,A,AAAI
Audit Games with Multiple Defender Resources.,https://doi.org/10.1609/aaai.v29i1.9317,2015,A,AAAI
Learning Valuation Distributions from Partial Observation.,https://doi.org/10.1609/aaai.v29i1.9301,2015,A,AAAI
Sequence-Form Algorithm for Computing Stackelberg Equilibria in Extensive-Form Games.,https://doi.org/10.1609/aaai.v29i1.9304,2015,A,AAAI
Combining Compact Representation and Incremental Generation in Large Games with Sequential Strategies.,https://doi.org/10.1609/aaai.v29i1.9319,2015,A,AAAI
Strategic Voting and Strategic Candidacy.,https://doi.org/10.1609/aaai.v29i1.9330,2015,A,AAAI
A Faster Core Constraint Generation Algorithm for Combinatorial Auctions.,https://doi.org/10.1609/aaai.v29i1.9289,2015,A,AAAI
Price Evolution in a Continuous Double Auction Prediction Market With a Scoring-Rule Based Market Maker.,https://doi.org/10.1609/aaai.v29i1.9313,2015,A,AAAI
Computing Nash Equilibrium in Interdependent Defense Games.,https://doi.org/10.1609/aaai.v29i1.9302,2015,A,AAAI
Fair Information Sharing for Treasure Hunting.,https://doi.org/10.1609/aaai.v29i1.9316,2015,A,AAAI
Conventional Machine Learning for Social Choice.,https://doi.org/10.1609/aaai.v29i1.9294,2015,A,AAAI
The Complexity of Recognizing Incomplete Single-Crossing Preferences.,https://doi.org/10.1609/aaai.v29i1.9321,2015,A,AAAI
A Unifying Hierarchy of Valuations with Complements and Substitutes.,https://doi.org/10.1609/aaai.v29i1.9314,2015,A,AAAI
Do Capacity Constraints Constrain Coalitions?,https://doi.org/10.1609/aaai.v29i1.9310,2015,A,AAAI
A Mechanism Design Approach to Measure Awareness.,https://doi.org/10.1609/aaai.v29i1.9298,2015,A,AAAI
Facility Location with Double-Peaked Preferences.,https://doi.org/10.1609/aaai.v29i1.9297,2015,A,AAAI
Elicitation for Aggregation.,https://doi.org/10.1609/aaai.v29i1.9315,2015,A,AAAI
A Complexity Approach for Core-Selecting Exchange with Multiple Indivisible Goods under Lexicographic Preferences.,https://doi.org/10.1609/aaai.v29i1.9318,2015,A,AAAI
Security Games with Protection Externalities.,https://doi.org/10.1609/aaai.v29i1.9323,2015,A,AAAI
Strategy-Proof and Efficient Kidney Exchange Using a Credit Mechanism.,https://doi.org/10.1609/aaai.v29i1.9322,2015,A,AAAI
Hedonic Coalition Formation in Networks.,https://doi.org/10.1609/aaai.v29i1.9305,2015,A,AAAI
Matching with Dynamic Ordinal Preferences.,https://doi.org/10.1609/aaai.v29i1.9329,2015,A,AAAI
On a Competitive Secretary Problem.,https://doi.org/10.1609/aaai.v29i1.9312,2015,A,AAAI
Controlled School Choice with Soft Bounds and Overlapping Types.,https://doi.org/10.1609/aaai.v29i1.9320,2015,A,AAAI
Optimal Personalized Filtering Against Spear-Phishing Attacks.,https://doi.org/10.1609/aaai.v29i1.9327,2015,A,AAAI
Stable Invitations.,https://doi.org/10.1609/aaai.v29i1.9296,2015,A,AAAI
The Pricing War Continues: On Competitive Multi-Item Pricing.,https://doi.org/10.1609/aaai.v29i1.9303,2015,A,AAAI
Cooperative Game Solution Concepts that Maximize Stability under Noise.,https://doi.org/10.1609/aaai.v29i1.9300,2015,A,AAAI
Congestion Games with Distance-Based Strict Uncertainty.,https://doi.org/10.1609/aaai.v29i1.9291,2015,A,AAAI
On the Convergence of Iterative Voting: How Restrictive Should Restricted Dynamics Be?,https://doi.org/10.1609/aaai.v29i1.9331,2015,A,AAAI
Voting Rules As Error-Correcting Codes.,https://doi.org/10.1609/aaai.v29i1.9292,2015,A,AAAI
Analysis of Equilibria in Iterative Voting Schemes.,https://doi.org/10.1609/aaai.v29i1.9328,2015,A,AAAI
Incentives for Subjective Evaluations with Private Beliefs.,https://doi.org/10.1609/aaai.v29i1.9311,2015,A,AAAI
Envy-Free Cake-Cutting in Two Dimensions.,https://doi.org/10.1609/aaai.v29i1.9309,2015,A,AAAI
Truthful Mechanisms without Money for Non-Utilitarian Heterogeneous Facility Location.,https://doi.org/10.1609/aaai.v29i1.9307,2015,A,AAAI
A Graphical Representation for Games in Partition Function Form.,https://doi.org/10.1609/aaai.v29i1.9306,2015,A,AAAI
A Stackelberg Game Approach for Incentivizing Participation in Online Educational Forums with Heterogeneous Student Population.,https://doi.org/10.1609/aaai.v29i1.9299,2015,A,AAAI
Mechanism Design for Team Formation.,https://doi.org/10.1609/aaai.v29i1.9326,2015,A,AAAI
Exploring Information Asymmetry in Two-Stage Security Games.,https://doi.org/10.1609/aaai.v29i1.9290,2015,A,AAAI
Balanced Trade Reduction for Dual-Role Exchange Markets.,https://doi.org/10.1609/aaai.v29i1.9325,2015,A,AAAI
Optimal Machine Strategies to Commit to in Two-Person Repeated Games.,https://doi.org/10.1609/aaai.v29i1.9295,2015,A,AAAI
Optimal Column Subset Selection by A-Star Search.,https://doi.org/10.1609/aaai.v29i1.9353,2015,A,AAAI
Limitations of Front-To-End Bidirectional Heuristic Search.,https://doi.org/10.1609/aaai.v29i1.9374,2015,A,AAAI
Incremental Weight Elicitation for Multiobjective State Space Search.,https://doi.org/10.1609/aaai.v29i1.9362,2015,A,AAAI
Complexity Results for Compressing Optimal Paths.,https://doi.org/10.1609/aaai.v29i1.9368,2015,A,AAAI
Two Weighting Local Search for Minimum Vertex Cover.,https://doi.org/10.1609/aaai.v29i1.9357,2015,A,AAAI
Efficient Benchmarking of Hyperparameter Optimizers via Surrogates.,https://doi.org/10.1609/aaai.v29i1.9375,2015,A,AAAI
Convergent Plans for Large-Scale Evacuations.,https://doi.org/10.1609/aaai.v29i1.9370,2015,A,AAAI
Initializing Bayesian Hyperparameter Optimization via Meta-Learning.,https://doi.org/10.1609/aaai.v29i1.9354,2015,A,AAAI
Stochastic Local Search for Satisfiability Modulo Theories.,https://doi.org/10.1609/aaai.v29i1.9372,2015,A,AAAI
Lagrangian Decomposition Algorithm for Allocating Marketing Channels.,https://doi.org/10.1609/aaai.v29i1.9358,2015,A,AAAI
Recursive Best-First Search with Bounded Overhead.,https://doi.org/10.1609/aaai.v29i1.9352,2015,A,AAAI
Reusing Previously Found A* Paths for Fast Goal-Directed Navigation in Dynamic Terrain.,https://doi.org/10.1609/aaai.v29i1.9355,2015,A,AAAI
Pruning Game Tree by Rollouts.,https://doi.org/10.1609/aaai.v29i1.9371,2015,A,AAAI
Solving Distributed Constraint Optimization Problems Using Logic Programming.,https://doi.org/10.1609/aaai.v29i1.9365,2015,A,AAAI
Value-Directed Compression of Large-Scale Assignment Problems.,https://doi.org/10.1609/aaai.v29i1.9364,2015,A,AAAI
On Unconstrained Quasi-Submodular Function Optimization.,https://doi.org/10.1609/aaai.v29i1.9359,2015,A,AAAI
Improved Local Search for Binary Matrix Factorization.,https://doi.org/10.1609/aaai.v29i1.9361,2015,A,AAAI
A Theoretical Analysis of Optimization by Gaussian Continuation.,https://doi.org/10.1609/aaai.v29i1.9356,2015,A,AAAI
Solving Hard Stable Matching Problems via Local Search and Cooperative Parallelization.,https://doi.org/10.1609/aaai.v29i1.9360,2015,A,AAAI
BDD-Constrained Search: A Unified Approach to Constrained Shortest Path Problems.,https://doi.org/10.1609/aaai.v29i1.9373,2015,A,AAAI
Exploiting Variable Associations to Configure Efficient Local Search in Large-Scale Set Partitioning Problems.,https://doi.org/10.1609/aaai.v29i1.9366,2015,A,AAAI
Resilient Upgrade of Electrical Distribution Grids.,https://doi.org/10.1609/aaai.v29i1.9369,2015,A,AAAI
TDS+: Improving Temperature Discovery Search.,https://doi.org/10.1609/aaai.v29i1.9363,2015,A,AAAI
Massively Parallel A* Search on a GPU.,https://doi.org/10.1609/aaai.v29i1.9367,2015,A,AAAI
"Novel Mechanisms for Online Crowdsourcing with Unreliable, Strategic Agents.",https://doi.org/10.1609/aaai.v29i1.9340,2015,A,AAAI
Acquiring Speech Transcriptions Using Mismatched Crowdsourcing.,https://doi.org/10.1609/aaai.v29i1.9343,2015,A,AAAI
Incentive Networks.,https://doi.org/10.1609/aaai.v29i1.9341,2015,A,AAAI
Collaboration in Social Problem-Solving: When Diversity Trumps Network Efficiency.,https://doi.org/10.1609/aaai.v29i1.9342,2015,A,AAAI
CrowdWON: A Modelling Language for Crowd Processes based on Workflow Nets.,https://doi.org/10.1609/aaai.v29i1.9339,2015,A,AAAI
On the Impossibility of Convex Inference in Human Computation.,https://doi.org/10.1609/aaai.v29i1.9336,2015,A,AAAI
Crowdsourcing Complex Workflows under Budget Constraints.,https://doi.org/10.1609/aaai.v29i1.9338,2015,A,AAAI
Efficient Task Sub-Delegation for Crowdsourcing.,https://doi.org/10.1609/aaai.v29i1.9337,2015,A,AAAI
When Suboptimal Rules.,https://doi.org/10.1609/aaai.v29i1.9335,2015,A,AAAI
Providing Arguments in Discussions Based on the Prediction of Human Argumentative Behavior.,https://doi.org/10.1609/aaai.v29i1.9333,2015,A,AAAI
Predicting Emotion Perception Across Domains: A Study of Singing and Speaking.,https://doi.org/10.1609/aaai.v29i1.9334,2015,A,AAAI
Learning to Manipulate Unknown Objects in Clutter by Reinforcement.,https://doi.org/10.1609/aaai.v29i1.9378,2015,A,AAAI
Bayesian Active Learning-Based Robot Tutor for Children's Word-Reading Skills.,https://doi.org/10.1609/aaai.v29i1.9376,2015,A,AAAI
RANSAC versus CS-RANSAC.,https://doi.org/10.1609/aaai.v29i1.9379,2015,A,AAAI
Game-Theoretic Approach for Non-Cooperative Planning.,https://doi.org/10.1609/aaai.v29i1.9384,2015,A,AAAI
Pattern-Based Variant-Best-Neighbors Respiratory Motion Prediction Using Orthogonal Polynomials Approximation.,https://doi.org/10.1609/aaai.v29i1.9382,2015,A,AAAI
Toward Mobile Robots Reasoning Like Humans.,https://doi.org/10.1609/aaai.v29i1.9383,2015,A,AAAI
Integration and Evaluation of a Matrix Factorization Sequencer in Large Commercial ITS.,https://doi.org/10.1609/aaai.v29i1.9380,2015,A,AAAI
Going Beyond Literal Command-Based Instructions: Extending Robotic Natural Language Interaction Capabilities.,https://doi.org/10.1609/aaai.v29i1.9377,2015,A,AAAI
"CORPP: Commonsense Reasoning and Probabilistic Planning, as Applied to Dialog with a Mobile Robot.",https://doi.org/10.1609/aaai.v29i1.9385,2015,A,AAAI
Tackling Mental Health by Integrating Unobtrusive Multimodal Sensing.,https://doi.org/10.1609/aaai.v29i1.9381,2015,A,AAAI
Ontology Module Extraction via Datalog Reasoning.,https://doi.org/10.1609/aaai.v29i1.9418,2015,A,AAAI
Tractable Interval Temporal Propositional and Description Logics.,https://doi.org/10.1609/aaai.v29i1.9406,2015,A,AAAI
Action Language BC+: Preliminary Report.,https://doi.org/10.1609/aaai.v29i1.9405,2015,A,AAAI
LARS: A Logic-Based Framework for Analyzing Reasoning over Streams.,https://doi.org/10.1609/aaai.v29i1.9408,2015,A,AAAI
Partial Meet Revision and Contraction in Logic Programs.,https://doi.org/10.1609/aaai.v29i1.9412,2015,A,AAAI
Pearl's Causality in a Logical Setting.,https://doi.org/10.1609/aaai.v29i1.9411,2015,A,AAAI
Grounded Fixpoints.,https://doi.org/10.1609/aaai.v29i1.9388,2015,A,AAAI
Solving and Explaining Analogy Questions Using Semantic Networks.,https://doi.org/10.1609/aaai.v29i1.9400,2015,A,AAAI
asprin: Customizing Answer Set Preferences without a Headache.,https://doi.org/10.1609/aaai.v29i1.9398,2015,A,AAAI
Exploiting Parallelism for Hard Problems in Abstract Argumentation.,https://doi.org/10.1609/aaai.v29i1.9395,2015,A,AAAI
A Syntax-Independent Approach to Forgetting in Disjunctive Logic Programs.,https://doi.org/10.1609/aaai.v29i1.9402,2015,A,AAAI
Towards Tractable and Practical ABox Abduction over Inconsistent Description Logic Ontologies.,https://doi.org/10.1609/aaai.v29i1.9393,2015,A,AAAI
On Computing Explanations in Argumentation.,https://doi.org/10.1609/aaai.v29i1.9420,2015,A,AAAI
Parallelized Hitting Set Computation for Model-Based Diagnosis.,https://doi.org/10.1609/aaai.v29i1.9389,2015,A,AAAI
Splitting a Logic Program Revisited.,https://doi.org/10.1609/aaai.v29i1.9399,2015,A,AAAI
On Elementary Loops and Proper Loops for Disjunctive Logic Programs.,https://doi.org/10.1609/aaai.v29i1.9397,2015,A,AAAI
XPath for DL Ontologies.,https://doi.org/10.1609/aaai.v29i1.9396,2015,A,AAAI
An Abstract View on Modularity in Knowledge Representation.,https://doi.org/10.1609/aaai.v29i1.9390,2015,A,AAAI
Learning Partial Lexicographic Preference Trees over Combinatorial Domains.,https://doi.org/10.1609/aaai.v29i1.9403,2015,A,AAAI
From Classical to Consistent Query Answering under Existential Rules.,https://doi.org/10.1609/aaai.v29i1.9414,2015,A,AAAI
Belief Revision with General Epistemic States.,https://doi.org/10.1609/aaai.v29i1.9387,2015,A,AAAI
Incremental Update of Datalog Materialisation: the Backward/Forward Algorithm.,https://doi.org/10.1609/aaai.v29i1.9409,2015,A,AAAI
Logic Programming in Assumption-Based Argumentation Revisited - Semantics and Graphical Representation.,https://doi.org/10.1609/aaai.v29i1.9417,2015,A,AAAI
Minimizing User Involvement for Accurate Ontology Matching Problems.,https://doi.org/10.1609/aaai.v29i1.9410,2015,A,AAAI
Projection in the Epistemic Situation Calculus with Belief Conditionals.,https://doi.org/10.1609/aaai.v29i1.9407,2015,A,AAAI
Belief Revision Games.,https://doi.org/10.1609/aaai.v29i1.9415,2015,A,AAAI
Interactive Query-Based Debugging of ASP Programs.,https://doi.org/10.1609/aaai.v29i1.9394,2015,A,AAAI
Exploring the KD45 Property of a Kripke Model After the Execution of an Action Sequence.,https://doi.org/10.1609/aaai.v29i1.9401,2015,A,AAAI
Answering Conjunctive Queries over EL Knowledge Bases with Transitive and Reflexive Roles.,https://doi.org/10.1609/aaai.v29i1.9386,2015,A,AAAI
How Many Diagnoses Do We Need?,https://doi.org/10.1609/aaai.v29i1.9422,2015,A,AAAI
